Age,M,F
0-4,907498,853602
5-9,920904,866688
10-14,918942,865537
15-19,919680,868852
20-24,942977,895970
25-29,991655,947890
30-34,1055819,1013390
35-39,1112838,1070839
40-44,1132176,1092007
45-49,1112712,1076588
50-54,1088938,1057757
55-59,1094165,1067941
60-64,1141843,1121834
65-69,1195094,1186489
70-74,1253961,1269976
75-79,1222043,1281584
80-84,968040,1083870
85-89,711481,902943
90-94,473136,733786
95-99,229470,489392
100+,75776,270372
