Age,M,F
0-4,892855,840142
5-9,915642,862106
10-14,953496,898495
15-19,1002982,948348
20-24,1041304,991222
25-29,1050457,1007632
30-34,1049721,1013086
35-39,1070854,1037055
40-44,1133592,1098838
45-49,1222761,1185058
50-54,1310076,1270317
55-59,1400140,1362777
60-64,1251802,1230649
65-69,1118248,1123622
70-74,1103695,1160377
75-79,1094203,1221593
80-84,1148268,1382335
85-89,1042798,1405564
90-94,593765,977272
95-99,209412,475098
100+,39059,144520
