Age,M,F
0-4,1025819,964927
5-9,1079934,1015061
10-14,1243651,1171604
15-19,1206486,1139918
20-24,1098139,1043415
25-29,1136114,1102735
30-34,1219618,1208662
35-39,1463558,1456263
40-44,1895386,1856653
45-49,2011615,1947135
50-54,1875940,1837533
55-59,1745034,1764409
60-64,1525212,1601226
65-69,1216624,1334128
70-74,1034405,1207198
75-79,810211,1021278
80-84,548872,788965
85-89,359168,628981
90-94,153799,321230
95-99,31833,87254
100+,3086,11015
