Age,M,F
0-4,980363,922110
5-9,961058,904554
10-14,931447,877575
15-19,940406,889688
20-24,1017963,970246
25-29,1139470,1092583
30-34,1263191,1214022
35-39,1389858,1336873
40-44,1273271,1226786
45-49,1173367,1138484
50-54,1211126,1200771
55-59,1292514,1308215
60-64,1558387,1590898
65-69,1833448,1881662
70-74,1705810,1802408
75-79,1421489,1617491
80-84,1097571,1400383
85-89,662212,993307
90-94,287455,538011
95-99,91449,225130
100+,12475,45710
