Age,M,F
0-4,1598316,1523930
5-9,1378732,1324970
10-14,1344794,1293825
15-19,1264763,1222974
20-24,1141451,1119488
25-29,1240555,1267978
30-34,1193312,1219891
35-39,1064314,1124363
40-44,841246,946287
45-49,814080,938173
50-54,785026,863109
55-59,702689,809636
60-64,547165,657617
65-69,414602,544747
70-74,306453,427589
75-79,184518,280768
80+,134091,255645
