Age,M,F
0-4,1634128,1539524
5-9,1707058,1609290
10-14,1686590,1597093
15-19,1682151,1612712
20-24,1529673,1490846
25-29,1286499,1269308
30-34,1224003,1217737
35-39,1123829,1118090
40-44,1027797,1053223
45-49,1165115,1227218
50-54,1104852,1136942
55-59,937268,1028222
60-64,694116,840398
65-69,629124,813494
70-74,501750,671902
75-79,328599,516037
80+,235344,464935
