Age,M,F
0-4,894423,841776
5-9,902781,850227
10-14,927196,874029
15-19,975470,922657
20-24,1035941,985916
25-29,1072581,1027762
30-34,1073362,1034529
35-39,1067885,1033565
40-44,1090210,1057502
45-49,1156905,1123025
50-54,1234657,1199356
55-59,1334767,1300537
60-64,1366442,1342021
65-69,1193871,1191345
70-74,1075375,1111448
75-79,1032346,1134842
80-84,982133,1178387
85-89,917241,1244174
90-94,645418,1040672
95-99,244804,538011
100+,47253,172640
