Age,M,F
0-4,910609,856383
5-9,919654,865433
10-14,913832,860588
15-19,917283,866386
20-24,948273,901034
25-29,1005565,961324
30-34,1073750,1030752
35-39,1121303,1079298
40-44,1124036,1084856
45-49,1100154,1065260
50-54,1086894,1056297
55-59,1110922,1084263
60-64,1175141,1154202
65-69,1219325,1210278
70-74,1305214,1322287
75-79,1168591,1228485
80-84,922768,1036641
85-89,718080,921201
90-94,472758,746477
95-99,234186,514328
100+,76432,270830
