Age,M,F
0-4,901738,848023
5-9,939909,884453
10-14,982436,925051
15-19,1011933,956020
20-24,1020035,971065
25-29,1023038,982224
30-34,1044935,1008992
35-39,1105338,1069654
40-44,1201338,1162395
45-49,1283620,1241063
50-54,1411847,1366338
55-59,1299187,1264446
60-64,1153335,1137182
65-69,1143554,1166700
70-74,1150523,1227389
75-79,1270032,1420684
80-84,1358880,1621736
85-89,1012880,1374580
90-94,524553,897680
95-99,176656,426580
100+,30778,115028
