Age,M,F
0-4,916026,861858
5-9,964321,908033
10-14,998751,941324
15-19,1005385,951124
20-24,999579,952787
25-29,1011525,972156
30-34,1060669,1024628
35-39,1153631,1116132
40-44,1240122,1199106
45-49,1378645,1332318
50-54,1368942,1326104
55-59,1210159,1179756
60-64,1155371,1152374
65-69,1163535,1203456
70-74,1258795,1351858
75-79,1460935,1632204
80-84,1368727,1636059
85-89,944117,1293931
90-94,494708,846933
95-99,163439,389941
100+,25204,94725
