Age,M,F
0-4,1639539,1558917
5-9,1617239,1546097
10-14,1428146,1377097
15-19,1325685,1286738
20-24,1238861,1208000
25-29,1082276,1084105
30-34,1146587,1192772
35-39,1188882,1220879
40-44,1077301,1122202
45-49,863914,959417
50-54,776629,903655
55-59,753038,855808
60-64,659443,782524
65-69,497984,634731
70-74,337967,469898
75-79,217390,336435
80+,167244,316562
