Age,M,F
0-4,898415,844764
5-9,919079,864721
10-14,923987,869908
15-19,923879,872205
20-24,938760,891286
25-29,975541,931881
30-34,1029531,987574
35-39,1091054,1049120
40-44,1132368,1090861
45-49,1129838,1091322
50-54,1101287,1067953
55-59,1083262,1056075
60-64,1101362,1081297
65-69,1156209,1147365
70-74,1184381,1196572
75-79,1235607,1291506
80-84,1050383,1167720
85-89,746304,927924
90-94,477228,727538
95-99,221571,471549
100+,73592,264417
