Age,M,F
0-4,1226644,1154479
5-9,1227749,1157643
10-14,1101226,1041034
15-19,1097265,1044599
20-24,1198069,1151444
25-29,1444903,1395773
30-34,1896342,1813284
35-39,2111470,1994216
40-44,1999636,1899516
45-49,1866100,1819900
50-54,1687629,1693931
55-59,1395284,1439623
60-64,1207950,1293766
65-69,1051121,1172520
70-74,834835,997544
75-79,720385,976515
80-84,538035,817472
85-89,275627,499513
90-94,94049,217995
95-99,18639,54565
100+,2199,6592
