Age,M,F
0-4,1436049,1366138
5-9,1357372,1302520
10-14,1289960,1239039
15-19,1175563,1138664
20-24,1242425,1257735
25-29,1265291,1292198
30-34,1142902,1190001
35-39,914876,1017045
40-44,830122,960565
45-49,828952,915786
50-54,764908,853915
55-59,629500,730116
60-64,492112,604472
65-69,394212,513616
70-74,280206,387401
75-79,167871,255462
80+,123536,236403
