Age,M,F
0-4,913059,859011
5-9,915536,861783
10-14,909433,856711
15-19,918248,867708
20-24,957532,910351
25-29,1021967,977514
30-34,1088493,1045473
35-39,1122382,1081231
40-44,1112666,1075107
45-49,1090546,1057158
50-54,1092217,1062243
55-59,1136126,1109169
60-64,1204224,1182738
65-69,1263405,1254929
70-74,1310778,1329155
75-79,1112797,1173019
80-84,896024,1016740
85-89,719810,936132
90-94,478788,769211
95-99,253294,545434
100+,74678,263539
