Age,M,F
0-4,1673258,1577319
5-9,1703381,1607311
10-14,1684288,1598373
15-19,1664127,1598596
20-24,1487405,1450278
25-29,1268974,1252776
30-34,1215973,1207403
35-39,1100418,1097133
40-44,1042390,1077586
45-49,1174936,1232861
50-54,1083946,1118008
55-59,896924,996772
60-64,679412,830842
65-69,627645,805453
70-74,491365,658034
75-79,316564,497187
80+,230796,449498
