Age,M,F
0-4,922169,867469
5-9,971517,914632
10-14,1000197,942398
15-19,998101,943900
20-24,991623,945181
25-29,1010647,971378
30-34,1070193,1033585
35-39,1170993,1132345
40-44,1255769,1213394
45-49,1403606,1355644
50-54,1339004,1296889
55-59,1186672,1157565
60-64,1165028,1166228
65-69,1177731,1221867
70-74,1311027,1407312
75-79,1523690,1696571
80-84,1360272,1625022
85-89,923756,1275090
90-94,481295,836653
95-99,150213,367595
100+,23599,88792
