Age,M,F
0-4,1544742,1474435
5-9,1363370,1309897
10-14,1344920,1292631
15-19,1252254,1211066
20-24,1154128,1134150
25-29,1265435,1295730
30-34,1173790,1202556
35-39,1031971,1102901
40-44,817847,930253
45-49,823511,943236
50-54,780716,852582
55-59,689263,798816
60-64,530337,638500
65-69,409226,541419
70-74,302606,420170
75-79,177561,271054
80+,125926,243995
