Age,M,F
0-4,892184,839335
5-9,908057,854949
10-14,939294,885050
15-19,990356,936223
20-24,1041887,991334
25-29,1063141,1019019
30-34,1060292,1022463
35-39,1065921,1031906
40-44,1107839,1074131
45-49,1192291,1156294
50-54,1261931,1224383
55-59,1392331,1355361
60-64,1311294,1288276
65-69,1142465,1141745
70-74,1090321,1136352
75-79,1048768,1162511
80-84,1058255,1270097
85-89,1001281,1353075
90-94,622222,1015146
95-99,219272,501665
100+,43201,158880
