Age,M,F
0-4,891388,838200
5-9,915052,860908
10-14,925447,871329
15-19,929221,877311
20-24,940089,892362
25-29,968795,925054
30-34,1014690,973035
35-39,1072581,1031080
40-44,1123581,1081960
45-49,1137793,1098158
50-54,1113761,1079066
55-59,1085412,1057427
60-64,1085092,1065019
65-69,1123946,1115264
70-74,1161696,1173285
75-79,1187846,1240696
80-84,1100150,1219334
85-89,784884,971682
90-94,476321,714583
95-99,232452,476933
100+,72468,260120
