Age,M,F
0-4,857088,805975
5-9,874471,822644
10-14,897250,844542
15-19,924018,871694
20-24,950713,900948
25-29,970655,924555
30-34,983217,940471
35-39,1000880,960196
40-44,1032063,992117
45-49,1077287,1037232
50-54,1122730,1083291
55-59,1137101,1101543
60-64,1108917,1082068
65-69,1066615,1052811
70-74,1039815,1044872
75-79,1033204,1069260
80-84,1003368,1094567
85-89,876778,1057386
90-94,646530,922979
95-99,288764,553223
100+,84467,278608
