Age,M,F
0-4,957791,900737
5-9,930405,875586
10-14,920858,867180
15-19,968672,915554
20-24,1081834,1029810
25-29,1199357,1147739
30-34,1366648,1311367
35-39,1288169,1238754
40-44,1173814,1133478
45-49,1204930,1185462
50-54,1270915,1274687
55-59,1513855,1528576
60-64,1861233,1874540
65-69,1826915,1863815
70-74,1595491,1710875
75-79,1349385,1571478
80-84,975346,1272780
85-89,554821,854311
90-94,257241,498698
95-99,68910,178128
100+,10116,37193
