Age,M,F
0-4,860872,809525
5-9,882327,830124
10-14,906359,853262
15-19,930407,877947
20-24,952177,902583
25-29,968244,922689
30-34,983526,941311
35-39,1007996,967574
40-44,1046997,1006904
45-49,1097326,1056939
50-54,1135275,1096013
55-59,1132454,1098203
60-64,1096533,1071550
65-69,1061139,1049184
70-74,1050221,1057170
75-79,1058895,1098453
80-84,1015575,1110957
85-89,906030,1099433
90-94,615270,881096
95-99,265429,515054
100+,80630,271081
