Age,M,F
0-4,911264,857074
5-9,908835,855410
10-14,906411,853764
15-19,925070,874079
20-24,976135,927976
25-29,1047903,1002360
30-34,1102646,1059403
35-39,1112089,1072281
40-44,1093855,1058172
45-49,1085697,1053315
50-54,1115210,1084586
55-59,1186633,1157815
60-64,1241118,1218106
65-69,1347769,1339029
70-74,1239301,1260029
75-79,1033556,1094351
80-84,901506,1039040
85-89,725789,959250
90-94,522179,845031
95-99,270380,597383
100+,67833,239549
