Age,M,F
0-4,1651695,1569029
5-9,1648423,1573905
10-14,1521198,1460618
15-19,1333851,1296504
20-24,1273891,1244012
25-29,1121503,1113421
30-34,1047369,1088495
35-39,1193752,1247693
40-44,1118632,1143074
45-49,957094,1034852
50-54,763735,881705
55-59,759738,886244
60-64,677190,786410
65-69,539578,693845
70-74,357189,489888
75-79,223271,348325
80+,176359,336138
