Age,M,F
0-4,979929,921882
5-9,982928,925469
10-14,953168,898456
15-19,940840,890637
20-24,985688,940155
25-29,1092895,1049331
30-34,1199001,1154348
35-39,1356710,1306527
40-44,1364195,1314816
45-49,1220321,1178766
50-54,1183657,1160994
55-59,1216721,1223669
60-64,1358424,1393598
65-69,1672659,1732384
70-74,1749744,1847949
75-79,1498163,1677333
80-84,1157905,1450851
85-89,742747,1091149
90-94,338777,614297
95-99,96075,240163
100+,14868,54868
