Age,M,F
0-4,900241,846833
5-9,901205,848358
10-14,913604,860728
15-19,951470,899267
20-24,1016604,966822
25-29,1075205,1029211
30-34,1092354,1051196
35-39,1081292,1044930
40-44,1079236,1045980
45-49,1114467,1081798
50-54,1192377,1158870
55-59,1254852,1222776
60-64,1374949,1349194
65-69,1283142,1277670
70-74,1100609,1124809
75-79,1018596,1102700
80-84,921903,1091053
85-89,821246,1106325
90-94,619820,1011201
95-99,261514,581671
100+,54285,195602
