Age,M,F
0-4,875754,823547
5-9,902577,849243
10-14,921866,867979
15-19,934884,882471
20-24,946174,897632
25-29,963783,919571
30-34,993632,952227
35-39,1037757,997161
40-44,1092456,1051430
45-49,1134425,1093695
50-54,1135663,1098329
55-59,1104321,1073782
60-64,1075511,1054113
65-69,1076598,1067191
70-74,1110039,1120309
75-79,1114375,1159043
80-84,1097400,1211343
85-89,880755,1077832
90-94,522441,762914
95-99,234696,472186
100+,73314,258206
