Age,M,F
0-4,950712,894217
5-9,924277,869938
10-14,924403,870858
15-19,984256,930787
20-24,1097568,1044675
25-29,1226947,1173664
30-34,1364319,1308881
35-39,1257650,1209463
40-44,1166612,1129437
45-49,1213610,1198690
50-54,1306358,1312601
55-59,1591943,1604087
60-64,1898540,1907916
65-69,1806060,1845854
70-74,1569876,1694569
75-79,1317089,1544821
80-84,933443,1225269
85-89,533132,823128
90-94,255913,487008
95-99,70508,175353
100+,9788,35946
