Age,M,F
0-4,934760,879227
5-9,916125,862449
10-14,936372,882338
15-19,1018661,963490
20-24,1121158,1066259
25-29,1294502,1237428
30-34,1322764,1268892
35-39,1197497,1151763
40-44,1178814,1149176
45-49,1231326,1224822
50-54,1401017,1408955
55-59,1769094,1770802
60-64,1917426,1918472
65-69,1748738,1797726
70-74,1533883,1675874
75-79,1247501,1480484
80-84,854219,1131205
85-89,512210,796578
90-94,241382,455269
95-99,62285,158274
100+,9388,34272
