Age,M,F
0-4,905413,851926
5-9,902587,849814
10-14,908635,856287
15-19,939613,888442
20-24,1000569,951763
25-29,1067643,1021851
30-34,1100767,1058747
35-39,1093759,1056273
40-44,1080843,1047182
45-49,1096723,1064893
50-54,1157167,1125511
55-59,1228020,1197755
60-64,1318648,1294667
65-69,1337884,1331011
70-74,1151103,1173863
75-79,1005668,1078892
80-84,908663,1065904
85-89,763441,1026502
90-94,575517,934101
95-99,288943,616885
100+,59679,212769
