Age,M,F
0-4,970929,915237
5-9,1010152,953619
10-14,1116789,1051880
15-19,1359835,1283486
20-24,1685057,1600652
25-29,1740292,1665987
30-34,1687153,1633550
35-39,1648872,1619401
40-44,1499818,1491314
45-49,1276163,1282252
50-54,1191740,1216882
55-59,1049263,1090730
60-64,919698,1008778
65-69,967100,1136153
70-74,810767,991059
75-79,555685,795257
80-84,295929,522044
85-89,154160,333072
90-94,50730,127842
95-99,9418,27796
100+,854,2404
