Age,M,F
0-4,1719744,1624614
5-9,1673375,1586359
10-14,1680362,1604107
15-19,1584529,1526983
20-24,1352821,1322961
25-29,1264979,1249317
30-34,1162168,1147079
35-39,1025699,1045693
40-44,1148421,1208561
45-49,1143627,1169492
50-54,1008810,1072704
55-59,767248,886196
60-64,696697,854680
65-69,609734,754154
70-74,461287,639190
75-79,274468,422807
80+,207185,406341
