Age,M,F
0-4,919227,864477
5-9,915061,861100
10-14,953889,898083
15-19,1047520,989434
20-24,1156365,1098456
25-29,1330346,1270857
30-34,1262766,1210982
35-39,1158339,1116417
40-44,1198962,1177054
45-49,1274985,1273663
50-54,1532800,1535538
55-59,1905077,1892089
60-64,1896158,1891621
65-69,1694065,1753985
70-74,1495372,1648720
75-79,1177884,1408588
80-84,796342,1065583
85-89,496547,785165
90-94,211361,415836
95-99,53918,142818
100+,8923,32214
