Age,M,F
0-4,971567,913857
5-9,945133,889773
10-14,924290,871109
15-19,952661,901489
20-24,1051401,1001801
25-29,1162302,1113375
30-34,1330655,1277859
35-39,1348392,1297043
40-44,1213189,1169207
45-49,1185229,1158059
50-54,1228219,1226585
55-59,1385010,1403504
60-64,1729575,1755058
65-69,1848606,1890559
70-74,1647962,1753251
75-79,1383534,1595719
80-84,1033127,1335167
85-89,604992,912283
90-94,277052,517732
95-99,82785,205963
100+,11120,40821
