Age,M,F
0-4,1137178,1070740
5-9,1463883,1383326
10-14,1693313,1607518
15-19,1697276,1618448
20-24,1657448,1593080
25-29,1584470,1545399
30-34,1384622,1368920
35-39,1222097,1221110
40-44,1164580,1170593
45-49,1037467,1056380
50-54,1027416,1093615
55-59,1095469,1181559
60-64,956582,1053264
65-69,724975,892794
70-74,517179,727940
75-79,400638,614451
80+,366823,702071
