Age,M,F
0-4,1366982,1302321
5-9,1323368,1267949
10-14,1225661,1176396
15-19,1188743,1176235
20-24,1324004,1360695
25-29,1240226,1263709
30-34,1059772,1141717
35-39,842440,973670
40-44,864576,983744
45-49,821385,891133
50-54,726804,827873
55-59,574456,665463
60-64,471143,583703
65-69,380738,490642
70-74,259928,363926
75-79,157235,240033
80+,112218,217262
