Age,M,F
0-4,1701992,1605349
5-9,1692465,1599000
10-14,1684969,1602547
15-19,1641333,1579193
20-24,1440156,1404912
25-29,1263335,1247992
30-34,1202742,1191213
35-39,1071612,1073655
40-44,1073098,1118965
45-49,1172278,1220319
50-54,1061741,1103255
55-59,851140,958396
60-64,678356,834154
65-69,623159,790332
70-74,481203,649586
75-79,303297,473859
80+,224730,435307
