Age,M,F
0-4,950811,894528
5-9,992958,934924
10-14,990183,933256
15-19,969252,917306
20-24,973020,928188
25-29,1026433,986627
30-34,1129074,1089487
35-39,1224971,1182541
40-44,1372422,1323899
45-49,1370906,1323849
50-54,1219330,1181787
55-59,1173955,1158849
60-64,1195918,1216160
65-69,1318594,1377723
70-74,1589230,1696113
75-79,1600527,1773543
80-84,1269314,1537862
85-89,845199,1202122
90-94,425854,752216
95-99,122852,301580
100+,19133,71772
