Age,M,F
0-4,1011505,951587
5-9,1058828,995240
10-14,1216911,1146093
15-19,1233279,1165289
20-24,1118479,1061828
25-29,1122295,1084828
30-34,1200313,1186253
35-39,1399184,1394188
40-44,1812799,1782945
45-49,2017332,1957100
50-54,1904634,1860435
55-59,1761837,1774290
60-64,1566276,1639550
65-69,1260865,1379093
70-74,1042229,1213502
75-79,832838,1047428
80-84,563228,801105
85-89,353533,610957
90-94,166173,342528
95-99,35195,93425
100+,3391,12044
