Age,M,F
0-4,1254955,1181275
5-9,1205199,1136691
10-14,1080399,1022001
15-19,1114843,1058374
20-24,1234817,1178057
25-29,1539937,1472957
30-34,2007610,1898509
35-39,2124428,1989784
40-44,1982693,1879671
45-49,1856373,1811714
50-54,1649103,1655604
55-59,1349291,1392776
60-64,1199931,1286365
65-69,1025613,1143951
70-74,818471,984433
75-79,738161,1005203
80-84,521688,792117
85-89,261713,486735
90-94,85279,202127
95-99,18143,52952
100+,2173,6250
