Age,M,F
0-4,906263,852650
5-9,947780,892249
10-14,989271,932106
15-19,1012446,957355
20-24,1014294,966307
25-29,1018096,978018
30-34,1048076,1012407
35-39,1119272,1083327
40-44,1216061,1176699
45-49,1311049,1267732
50-54,1409873,1365131
55-59,1269349,1236499
60-64,1145563,1133634
65-69,1150228,1179530
70-74,1178908,1262448
75-79,1325867,1485460
80-84,1373147,1640508
85-89,989142,1345192
90-94,513352,874248
95-99,179733,420673
100+,28841,108015
