Age,M,F
0-4,1382265,1297490
5-9,1668430,1573307
10-14,1707706,1617635
15-19,1678603,1598690
20-24,1641444,1585816
25-29,1459619,1432689
30-34,1248527,1238465
35-39,1197858,1196774
40-44,1085622,1089876
45-49,1026694,1068336
50-54,1145516,1217319
55-59,1041391,1097745
60-64,842538,970042
65-69,612424,791498
70-74,528526,734439
75-79,369359,552110
80+,299966,589518
