Age,M,F
0-4,984629,927852
5-9,1039656,980996
10-14,1217633,1152385
15-19,1541983,1465977
20-24,1712533,1637375
25-29,1678904,1619561
30-34,1639878,1602646
35-39,1544810,1530127
40-44,1334267,1335252
45-49,1211148,1226922
50-54,1112351,1138837
55-59,962076,1016121
60-64,980081,1104213
65-69,942580,1091358
70-74,735642,927744
75-79,467468,695236
80-84,279389,501839
85-89,148074,304771
90-94,49331,119592
95-99,8265,24200
100+,660,1859
