Age,M,F
0-4,1359704,1299970
5-9,1271951,1212751
10-14,1170597,1134609
15-19,1312686,1343705
20-24,1324791,1339671
25-29,1192070,1245889
30-34,916825,1038731
35-39,877495,1019603
40-44,863048,941165
45-49,801267,893857
50-54,658868,741648
55-59,538875,635394
60-64,460685,563760
65-69,354064,463884
70-74,244813,340059
75-79,145818,225479
80+,104344,199247
