Age,M,F
0-4,1639309,1559550
5-9,1589428,1521330
10-14,1388398,1340200
15-19,1325745,1285025
20-24,1219791,1189890
25-29,1077615,1082797
30-34,1192064,1238795
35-39,1172808,1197960
40-44,1049898,1106767
45-49,825355,928343
50-54,788932,915987
55-59,747421,839196
60-64,648615,777632
65-69,478456,606946
70-74,331767,465385
75-79,214266,329908
80+,158337,302721
