Age,M,F
0-4,872450,820502
5-9,898425,845338
10-14,919454,865716
15-19,935055,882633
20-24,948156,899428
25-29,964023,919640
30-34,990200,948748
35-39,1030353,989921
40-44,1082752,1041980
45-49,1129039,1088311
50-54,1138976,1101101
55-59,1110699,1079421
60-64,1077489,1055513
65-69,1069865,1060113
70-74,1094837,1104475
75-79,1106051,1149833
80-84,1074525,1184712
85-89,903353,1102531
90-94,538209,784661
95-99,238073,472494
100+,74321,259666
