Age,M,F
0-4,898901,845667
5-9,933194,878613
10-14,977352,920939
15-19,1013917,958620
20-24,1027641,978551
25-29,1029143,988043
30-34,1043527,1007823
35-39,1093725,1059032
40-44,1185572,1148170
45-49,1262362,1221754
50-54,1401674,1357724
55-59,1329210,1294459
60-64,1169394,1151718
65-69,1135484,1154996
70-74,1127409,1200483
75-79,1213557,1359466
80-84,1313715,1573945
85-89,1023403,1382647
90-94,548581,916649
95-99,185265,440334
100+,32777,122226
