Age,M,F
0-4,1183514,1114066
5-9,1243042,1172357
10-14,1124741,1063050
15-19,1080458,1029671
20-24,1170767,1132191
25-29,1361215,1327888
30-34,1768526,1711910
35-39,2080650,1985035
40-44,2010755,1917086
45-49,1867044,1820930
50-54,1717395,1724031
55-59,1444132,1490419
60-64,1213020,1297615
65-69,1074353,1199193
70-74,857281,1019575
75-79,700779,942866
80-84,552468,842971
85-89,286963,512446
90-94,99949,229915
95-99,19366,56400
100+,2205,6925
