Age,M,F
0-4,962622,907631
5-9,1016396,959217
10-14,1143856,1078843
15-19,1413230,1337624
20-24,1704822,1623504
25-29,1719115,1650353
30-34,1665398,1617956
35-39,1615184,1591336
40-44,1443894,1439468
45-49,1241575,1251340
50-54,1165184,1191923
55-59,1017072,1062165
60-64,924937,1025035
65-69,965912,1133551
70-74,783404,963434
75-79,525550,762357
80-84,283025,504079
85-89,154789,326643
90-94,51898,125715
95-99,10186,29384
100+,781,2197
