Age,M,F
0-4,1036210,977139
5-9,1150578,1088824
10-14,1453536,1381581
15-19,1695263,1617983
20-24,1685795,1619076
25-29,1637820,1589538
30-34,1564580,1539542
35-39,1373531,1367672
40-44,1216591,1223909
45-49,1149836,1166113
50-54,1011989,1044920
55-59,990616,1077962
60-64,1033665,1153889
65-69,869487,1009107
70-74,623702,828068
75-79,404667,633237
80-84,272540,481058
85-89,127471,259379
90-94,38910,98916
95-99,5975,15932
100+,475,1344
