Age,M,F
0-4,893100,840437
5-9,905117,852421
10-14,933297,879749
15-19,983741,930421
20-24,1040049,989807
25-29,1068435,1023997
30-34,1066648,1028421
35-39,1066134,1032133
40-44,1098064,1065057
45-49,1174908,1140164
50-54,1246511,1210336
55-59,1367926,1332470
60-64,1340940,1317477
65-69,1165563,1163881
70-74,1081695,1123060
75-79,1037179,1145516
80-84,1016448,1220593
85-89,959565,1299936
90-94,636992,1028768
95-99,232659,520215
100+,45212,165756
