Age,M,F
0-4,1352056,1291375
5-9,1293661,1234967
10-14,1179556,1137112
15-19,1270126,1288571
20-24,1329005,1352076
25-29,1215285,1256359
30-34,960692,1069715
35-39,861669,1003853
40-44,865504,956505
45-49,810628,895785
50-54,681543,771056
55-59,548461,643447
60-64,463519,569578
65-69,362627,471861
70-74,249442,347744
75-79,149999,230493
80+,108929,207243
