Age,M,F
0-4,903905,850013
5-9,948130,892027
10-14,1032814,972012
15-19,1122223,1058153
20-24,1287673,1221707
25-29,1226488,1170466
30-34,1132899,1088603
35-39,1183938,1160266
40-44,1270134,1265910
45-49,1540959,1536654
50-54,1933343,1903250
55-59,1945489,1911313
60-64,1764075,1782606
65-69,1595377,1694007
70-74,1314893,1483938
75-79,973135,1189403
80-84,726775,996961
85-89,420118,676960
90-94,171938,351993
95-99,50955,138716
100+,6640,22815
