Age,M,F
0-4,1512050,1442168
5-9,1359149,1304495
10-14,1329642,1277863
15-19,1225593,1185248
20-24,1168532,1157395
25-29,1273958,1307523
30-34,1162630,1194200
35-39,999593,1080136
40-44,808944,928618
45-49,828576,941157
50-54,775456,847988
55-59,671566,781879
60-64,514140,621906
65-69,401824,530883
70-74,295654,408156
75-79,173483,264584
80+,127742,244070
