Age,M,F
0-4,905135,851311
5-9,920288,865979
10-14,920478,866772
15-19,920072,868930
20-24,940574,893486
25-29,985505,941876
30-34,1046481,1004247
35-39,1106238,1064206
40-44,1133769,1093020
45-49,1118657,1081663
50-54,1091721,1059815
55-59,1088382,1061849
60-64,1125932,1105838
65-69,1184297,1175399
70-74,1225658,1239920
75-79,1239850,1297630
80-84,997511,1113606
85-89,718216,904965
90-94,474026,733803
95-99,225860,480362
100+,75026,268578
