Age,M,F
0-4,937206,881655
5-9,983209,925493
10-14,997881,940138
15-19,983770,930508
20-24,979846,934336
25-29,1014672,975370
30-34,1095319,1057367
35-39,1201207,1160489
40-44,1304579,1259257
45-49,1411873,1362940
50-54,1278772,1238633
55-59,1163067,1139497
60-64,1180739,1191126
65-69,1232986,1285354
70-74,1437444,1540308
75-79,1596816,1771070
80-84,1324728,1589844
85-89,878019,1232268
90-94,453288,799770
95-99,139835,337218
100+,20995,78998
