Age,M,F
0-4,1005531,947802
5-9,1011153,956392
10-14,1087020,1025413
15-19,1278883,1207285
20-24,1636094,1549809
25-29,1831741,1737637
30-34,1790269,1710232
35-39,1727830,1678195
40-44,1610475,1591416
45-49,1376250,1379427
50-54,1227564,1254554
55-59,1107358,1153477
60-64,940017,1018959
65-69,924442,1084972
70-74,842710,1040074
75-79,600283,832190
80-84,333186,563598
85-89,158111,333142
90-94,62230,151709
95-99,11644,32491
100+,1018,2901
