Age,M,F
0-4,906790,852559
5-9,980903,922963
10-14,1060301,997794
15-19,1189248,1122401
20-24,1276325,1211251
25-29,1169629,1116011
30-34,1131860,1093888
35-39,1202974,1187495
40-44,1351851,1349958
45-49,1714274,1698341
50-54,1993849,1951367
55-59,1899387,1870716
60-64,1723309,1758904
65-69,1530633,1641678
70-74,1218258,1386208
75-79,926528,1145983
80-84,685595,945567
85-89,390222,629293
90-94,173506,351681
95-99,56157,144591
100+,5739,19648
