Age,M,F
0-4,1172247,1102374
5-9,1539444,1453160
10-14,1704300,1616941
15-19,1690093,1610113
20-24,1660947,1597746
25-29,1562812,1526826
30-34,1340462,1326065
35-39,1220439,1220557
40-44,1147483,1151199
45-49,1015982,1039046
50-54,1069715,1143878
55-59,1087386,1159973
60-64,935819,1041363
65-69,685336,854832
70-74,521631,735018
75-79,393834,596687
80+,351152,676104
