Age,M,F
0-4,1592408,1499585
5-9,1704495,1607638
10-14,1688766,1598058
15-19,1687281,1614460
20-24,1566241,1523281
25-29,1319651,1299967
30-34,1232235,1226135
35-39,1144621,1138238
40-44,1024123,1042807
45-49,1139612,1202662
50-54,1120194,1157450
55-59,969777,1052506
60-64,718240,859875
65-69,623859,810751
70-74,508266,683368
75-79,340175,527646
80+,254786,497032
