Age,M,F
0-4,1706155,1613620
5-9,1670576,1586684
10-14,1671199,1597263
15-19,1551563,1495830
20-24,1325301,1298042
25-29,1259198,1242267
30-34,1137520,1124466
35-39,1024431,1054719
40-44,1172384,1232117
45-49,1127282,1148905
50-54,975405,1048834
55-59,743139,867025
60-64,703494,857435
65-69,604281,743224
70-74,450310,629302
75-79,261110,402679
80+,194941,388341
