Age,M,F
0-4,1530407,1439883
5-9,1698553,1602435
10-14,1694992,1603748
15-19,1686178,1610457
20-24,1597623,1550255
25-29,1363605,1341420
30-34,1235761,1228878
35-39,1164845,1159566
40-44,1036782,1049366
45-49,1102105,1160734
50-54,1134962,1182927
55-59,997439,1070094
60-64,755094,892359
65-69,615762,802078
70-74,515640,700144
75-79,350638,535633
80+,272547,529645
