Age,M,F
0-4,976911,919110
5-9,987581,929815
10-14,961157,905956
15-19,944204,893846
20-24,979371,934305
25-29,1075895,1033355
30-34,1187625,1143998
35-39,1322837,1274462
40-44,1390037,1339677
45-49,1249384,1206611
50-54,1174697,1147977
55-59,1207701,1210356
60-64,1309677,1343289
65-69,1590382,1652218
70-74,1751862,1852513
75-79,1527543,1703177
80-84,1173871,1461114
85-89,767874,1121488
90-94,355178,642743
95-99,100771,247895
100+,15748,58346
